SampleID,GID
SEEDGWAS2094,5826
SEEDGWAS2095,5829
SEEDGWAS2096,5876
SEEDGWAS2097,5920
SEEDGWAS2098,5972
SEEDGWAS2099,6480
SEEDGWAS210,12900
SEEDGWAS2103,8188
SEEDGWAS2104,8195
SEEDGWAS2105,8345
SEEDGWAS2106,8826
SEEDGWAS2107,8900
SEEDGWAS2108,8902
SEEDGWAS2109,8911
SEEDGWAS211,12901
SEEDGWAS2110,8913
SEEDGWAS2111,8915
SEEDGWAS2113,9046
SEEDGWAS2114,9308
SEEDGWAS2115,9767
SEEDGWAS2116,22801
SEEDGWAS2117,22820
SEEDGWAS2118,22831
SEEDGWAS2119,22838
SEEDGWAS2120,22847
SEEDGWAS2123,23660
SEEDGWAS2124,23729
SEEDGWAS2125,23779
SEEDGWAS2126,23780
SEEDGWAS2127,23785
SEEDGWAS2128,23786
SEEDGWAS2129,23787
SEEDGWAS213,12911
SEEDGWAS2130,23788
SEEDGWAS2131,23789
SEEDGWAS2133,23794
SEEDGWAS2134,23801
SEEDGWAS2135,23806
SEEDGWAS2136,23814
SEEDGWAS214,12918
SEEDGWAS2141,23823
SEEDGWAS2143,23834
SEEDGWAS2144,23835
SEEDGWAS2145,23838
SEEDGWAS2146,23841
SEEDGWAS2147,23854
SEEDGWAS2148,23857
SEEDGWAS2149,23892
SEEDGWAS215,12928
SEEDGWAS2150,24058
SEEDGWAS2151,24279
SEEDGWAS2152,24468
SEEDGWAS2153,24597
SEEDGWAS2154,24607
SEEDGWAS2155,24632
SEEDGWAS2156,24636
SEEDGWAS2157,24965
SEEDGWAS2158,24970
SEEDGWAS2159,24976
SEEDGWAS216,12949
SEEDGWAS2160,24988
SEEDGWAS2161,25001
SEEDGWAS2162,25014
SEEDGWAS2163,25016
SEEDGWAS2164,25028
SEEDGWAS2165,25051
SEEDGWAS2166,25053
SEEDGWAS2167,25060
SEEDGWAS2168,25070
SEEDGWAS2169,25072
SEEDGWAS2170,25073
SEEDGWAS2171,25078
SEEDGWAS2172,25099
SEEDGWAS2173,25397
SEEDGWAS2174,25438
SEEDGWAS2175,25439
SEEDGWAS2176,25675
SEEDGWAS2177,25932
SEEDGWAS2178,26106
SEEDGWAS2179,26203
SEEDGWAS218,12977
SEEDGWAS2180,26204
SEEDGWAS2181,26238
SEEDGWAS2182,26262
SEEDGWAS2183,26382
SEEDGWAS2184,26478
SEEDGWAS2185,26578
SEEDGWAS2186,26618
SEEDGWAS2187,26658
SEEDGWAS219,12979
SEEDGWAS2190,26693
SEEDGWAS2192,26716
SEEDGWAS2193,26769
SEEDGWAS2194,26809
SEEDGWAS2195,26818
SEEDGWAS2196,26819
SEEDGWAS2197,26826
SEEDGWAS2198,26870
SEEDGWAS2199,26966
SEEDGWAS22,5605
SEEDGWAS220,13017
SEEDGWAS2200,27089
SEEDGWAS2202,27414
SEEDGWAS2204,27511
SEEDGWAS2206,27539
SEEDGWAS2207,27561
SEEDGWAS2208,27563
SEEDGWAS221,13019
SEEDGWAS2210,27579
SEEDGWAS2211,27604
SEEDGWAS2214,27610
SEEDGWAS2215,27615
SEEDGWAS2216,27618
SEEDGWAS2217,27622
SEEDGWAS2218,27623
SEEDGWAS2219,27635
SEEDGWAS222,13026
SEEDGWAS2220,27636
SEEDGWAS2221,27637
SEEDGWAS2222,27638
SEEDGWAS2223,27641
SEEDGWAS2224,27643
SEEDGWAS2225,27645
SEEDGWAS2226,27646
SEEDGWAS2227,27653
SEEDGWAS2228,27655
SEEDGWAS2229,27656
SEEDGWAS223,13033
SEEDGWAS2231,27661
SEEDGWAS2232,27663
SEEDGWAS2233,27665
SEEDGWAS2234,27667
SEEDGWAS2235,27668
SEEDGWAS2236,27669
SEEDGWAS2237,27672
SEEDGWAS2238,27679
SEEDGWAS2239,27680
SEEDGWAS2240,27681
SEEDGWAS2241,27719
SEEDGWAS2244,27935
SEEDGWAS2246,28300
SEEDGWAS2247,28303
SEEDGWAS2248,28312
SEEDGWAS2249,28334
SEEDGWAS225,13059
SEEDGWAS2250,28465
SEEDGWAS2251,28541
SEEDGWAS2252,28544
SEEDGWAS2253,28576
SEEDGWAS2254,28577
SEEDGWAS2255,28596
SEEDGWAS2256,28698
SEEDGWAS2257,28780
SEEDGWAS2258,28868
SEEDGWAS2259,28902
SEEDGWAS2260,29040
SEEDGWAS2261,29046
SEEDGWAS2262,29122
SEEDGWAS2263,29149
SEEDGWAS2264,29183
SEEDGWAS2265,29184
SEEDGWAS2266,29235
SEEDGWAS2267,29240
SEEDGWAS2268,29241
SEEDGWAS2269,29244
SEEDGWAS227,13084
SEEDGWAS2270,29247
SEEDGWAS2271,29252
SEEDGWAS2272,29453
SEEDGWAS2273,29601
SEEDGWAS2274,29604
SEEDGWAS2275,29681
SEEDGWAS2276,29683
SEEDGWAS2278,29814
SEEDGWAS2279,29816
SEEDGWAS228,13124
SEEDGWAS2280,29818
SEEDGWAS2281,29822
SEEDGWAS2282,29825
SEEDGWAS2283,29827
SEEDGWAS2284,29833
SEEDGWAS2285,29834
SEEDGWAS2286,29835
SEEDGWAS2287,29838
SEEDGWAS2288,29839
SEEDGWAS2289,29841
SEEDGWAS229,13133
SEEDGWAS2290,29842
SEEDGWAS2291,29865
SEEDGWAS2292,29866
SEEDGWAS2293,29867
SEEDGWAS2294,29906
SEEDGWAS2295,29911
SEEDGWAS2296,29916
SEEDGWAS2297,29926
SEEDGWAS2298,29931
SEEDGWAS2299,29933
SEEDGWAS230,13136
SEEDGWAS2300,29939
SEEDGWAS2301,29950
SEEDGWAS2302,65
SEEDGWAS2303,281
SEEDGWAS2304,516
SEEDGWAS2305,552
SEEDGWAS2306,562
SEEDGWAS2307,747
SEEDGWAS2310,1562
SEEDGWAS2311,1607
SEEDGWAS2312,1838
SEEDGWAS2313,1875
SEEDGWAS2314,2002
SEEDGWAS2317,2249
SEEDGWAS232,13156
SEEDGWAS2320,2313
SEEDGWAS2321,2755
SEEDGWAS2322,2830
SEEDGWAS2323,2862
SEEDGWAS2324,2866
SEEDGWAS2325,2868
SEEDGWAS2326,3276
SEEDGWAS2327,3280
SEEDGWAS2328,3410
SEEDGWAS2329,5350
SEEDGWAS233,13816
SEEDGWAS2330,5707
SEEDGWAS2331,5776
SEEDGWAS2332,5783
SEEDGWAS2333,5785
SEEDGWAS2334,5793
SEEDGWAS2335,5808
SEEDGWAS2336,5814
SEEDGWAS2337,5830
SEEDGWAS2338,5839
SEEDGWAS2339,5870
SEEDGWAS234,13821
SEEDGWAS2341,5877
SEEDGWAS2342,6298
SEEDGWAS2343,6664
SEEDGWAS2344,6671
SEEDGWAS2345,6752
SEEDGWAS2346,7106
SEEDGWAS2347,7236
SEEDGWAS2348,7238
SEEDGWAS2349,7247
SEEDGWAS235,13897
SEEDGWAS2350,7793
SEEDGWAS2351,7794
SEEDGWAS2352,7816
SEEDGWAS2353,7877
SEEDGWAS2354,7881
SEEDGWAS2355,7889
SEEDGWAS2357,7939
SEEDGWAS2358,7950
SEEDGWAS2359,7957
SEEDGWAS236,14309
SEEDGWAS2360,7960
SEEDGWAS2361,7964
SEEDGWAS2362,8077
SEEDGWAS2363,8152
SEEDGWAS2365,8350
SEEDGWAS2366,8357
SEEDGWAS2367,8362
SEEDGWAS2368,8364
SEEDGWAS2369,8369
SEEDGWAS237,14310
SEEDGWAS2370,8503
SEEDGWAS2371,8520
SEEDGWAS2373,8522
SEEDGWAS2374,8531
SEEDGWAS2377,8713
SEEDGWAS2378,8715
SEEDGWAS2379,8716
SEEDGWAS238,14324
SEEDGWAS2380,8717
SEEDGWAS2381,8718
SEEDGWAS2383,8934
SEEDGWAS2384,8944
SEEDGWAS2385,8950
SEEDGWAS2386,8960
SEEDGWAS2387,8963
SEEDGWAS2388,8966
SEEDGWAS2389,8980
SEEDGWAS239,14352
SEEDGWAS2390,9771
SEEDGWAS2391,9808
SEEDGWAS2392,9811
SEEDGWAS2393,9846
SEEDGWAS2394,9901
SEEDGWAS2396,10268
SEEDGWAS2397,10378
SEEDGWAS2398,10395
SEEDGWAS24,5639
SEEDGWAS240,14360
SEEDGWAS2401,10870
SEEDGWAS2402,11086
SEEDGWAS2403,11730
SEEDGWAS2404,12576
SEEDGWAS2405,13139
SEEDGWAS2406,13801
SEEDGWAS2407,13802
SEEDGWAS2408,13805
SEEDGWAS2409,13829
SEEDGWAS241,14364
SEEDGWAS2410,14175
SEEDGWAS2411,14187
SEEDGWAS2412,15005
SEEDGWAS2413,15320
SEEDGWAS2414,15399
SEEDGWAS2415,15401
SEEDGWAS2416,15470
SEEDGWAS2417,15472
SEEDGWAS2418,15474
SEEDGWAS2419,15503
SEEDGWAS242,14401
SEEDGWAS2422,15689
SEEDGWAS2423,15694
SEEDGWAS2424,16284
SEEDGWAS2425,16303
SEEDGWAS2426,16995
SEEDGWAS2427,17119
SEEDGWAS2428,17121
SEEDGWAS2429,17122
SEEDGWAS243,14770
SEEDGWAS2430,17123
SEEDGWAS2431,17125
SEEDGWAS2432,17141
SEEDGWAS2433,17562
SEEDGWAS2434,17594
SEEDGWAS2435,17602
SEEDGWAS2436,19588
SEEDGWAS2437,19669
SEEDGWAS2438,19706
SEEDGWAS2439,19719
SEEDGWAS2440,19721
SEEDGWAS2441,19838
SEEDGWAS2442,19848
SEEDGWAS2443,19867
SEEDGWAS2444,20081
SEEDGWAS2445,20085
SEEDGWAS2447,20098
SEEDGWAS2448,20112
SEEDGWAS2449,20118
SEEDGWAS2450,20120
SEEDGWAS2451,20123
SEEDGWAS2452,20139
SEEDGWAS2453,20140
SEEDGWAS2454,20145
SEEDGWAS2455,20204
SEEDGWAS2457,20292
SEEDGWAS2458,20293
SEEDGWAS2459,20295
SEEDGWAS246,14823
SEEDGWAS2460,20384
SEEDGWAS2461,20406
SEEDGWAS2462,20459
SEEDGWAS2464,20604
SEEDGWAS2466,20611
SEEDGWAS2467,20613
SEEDGWAS2468,20615
SEEDGWAS2469,20618
SEEDGWAS247,14863
SEEDGWAS2470,20635
SEEDGWAS2472,20666
SEEDGWAS2473,20669
SEEDGWAS2474,20671
SEEDGWAS2475,21125
SEEDGWAS2476,21391
SEEDGWAS2477,21729
SEEDGWAS2478,21732
SEEDGWAS2479,21756
SEEDGWAS2480,21760
SEEDGWAS2481,21761
SEEDGWAS2482,21765
SEEDGWAS2483,21859
SEEDGWAS2484,22597
SEEDGWAS2486,22823
SEEDGWAS2487,22986
SEEDGWAS2488,23112
SEEDGWAS2489,23574
SEEDGWAS249,14870
SEEDGWAS2490,23713
SEEDGWAS2491,23762
SEEDGWAS2492,23935
SEEDGWAS2493,24016
SEEDGWAS2494,24029
SEEDGWAS2495,24050
SEEDGWAS2496,24051
SEEDGWAS2497,24060
SEEDGWAS2498,24125
SEEDGWAS2499,24255
SEEDGWAS25,5640
SEEDGWAS250,14886
SEEDGWAS2501,24274
SEEDGWAS2502,24337
SEEDGWAS2504,24349
SEEDGWAS2507,24366
SEEDGWAS2508,24384
SEEDGWAS251,14956
SEEDGWAS2511,24463
SEEDGWAS2512,24472
SEEDGWAS2513,24519
SEEDGWAS2514,24564
SEEDGWAS2515,24565
SEEDGWAS2516,24566
SEEDGWAS2518,24967
SEEDGWAS2520,24982
SEEDGWAS2521,24998
SEEDGWAS2522,24999
SEEDGWAS2523,25000
SEEDGWAS2526,25055
SEEDGWAS2527,25071
SEEDGWAS2528,25081
SEEDGWAS2530,25221
SEEDGWAS2531,25222
SEEDGWAS2533,25371
SEEDGWAS2535,25388
SEEDGWAS254,14980
SEEDGWAS2543,25853
SEEDGWAS2546,25940
SEEDGWAS2557,26182
SEEDGWAS2558,26185
SEEDGWAS256,15026
SEEDGWAS2560,26312
SEEDGWAS2561,26316
SEEDGWAS2562,26317
SEEDGWAS2563,26318
SEEDGWAS2564,26319
SEEDGWAS2566,26351
SEEDGWAS257,15072
SEEDGWAS2572,26907
SEEDGWAS2577,26977
SEEDGWAS2578,26985
SEEDGWAS2579,26991
SEEDGWAS258,15112
SEEDGWAS2580,26995
SEEDGWAS2581,27014
SEEDGWAS2582,27016
SEEDGWAS2585,27027
SEEDGWAS2587,27056
SEEDGWAS2589,27060
SEEDGWAS259,15142
SEEDGWAS2590,27062
SEEDGWAS2593,27071
SEEDGWAS2594,27073
SEEDGWAS2595,27133
SEEDGWAS2596,27223
SEEDGWAS2597,27250
SEEDGWAS2598,27251
SEEDGWAS2599,27271
SEEDGWAS260,15195
SEEDGWAS2600,27300
SEEDGWAS2601,27349
SEEDGWAS2602,27353
SEEDGWAS2603,27355
SEEDGWAS2605,27421
SEEDGWAS2607,27439
SEEDGWAS2608,27441
SEEDGWAS2609,27639
SEEDGWAS2610,27658
SEEDGWAS2611,27673
SEEDGWAS2613,27676
SEEDGWAS2614,27677
SEEDGWAS2615,27678
SEEDGWAS2616,27683
SEEDGWAS2617,27685
SEEDGWAS2618,27705
SEEDGWAS2619,27707
SEEDGWAS2620,27833
SEEDGWAS2621,27897
SEEDGWAS2622,28064
SEEDGWAS2623,28108
SEEDGWAS2625,28205
SEEDGWAS2626,28256
SEEDGWAS2627,28296
SEEDGWAS2628,28358
SEEDGWAS263,15239
SEEDGWAS2630,28376
SEEDGWAS2631,28464
SEEDGWAS2632,28607
SEEDGWAS2633,28609
SEEDGWAS2634,28787
SEEDGWAS2635,28993
SEEDGWAS2636,29001
SEEDGWAS2637,29008
SEEDGWAS2638,29013
SEEDGWAS2639,29172
SEEDGWAS264,15248
SEEDGWAS2640,29236
SEEDGWAS2641,29351
SEEDGWAS2642,29370
SEEDGWAS2643,29392
SEEDGWAS2644,29396
SEEDGWAS2645,29409
SEEDGWAS2646,29411
SEEDGWAS2647,29420
SEEDGWAS2649,29431
SEEDGWAS2650,29436
SEEDGWAS2651,29439
SEEDGWAS2652,29440
SEEDGWAS2653,29510
SEEDGWAS2654,29513
SEEDGWAS2655,29537
SEEDGWAS2656,29621
SEEDGWAS2658,29713
SEEDGWAS2659,29843
SEEDGWAS266,15782
SEEDGWAS2660,29847
SEEDGWAS2661,29849
SEEDGWAS2662,29851
SEEDGWAS2663,29853
SEEDGWAS2664,29855
SEEDGWAS2665,29856
SEEDGWAS2666,30029
SEEDGWAS2667,30030
SEEDGWAS2668,569
SEEDGWAS267,15980
SEEDGWAS2670,726
SEEDGWAS2671,2166
SEEDGWAS2672,2269
SEEDGWAS2673,2285
SEEDGWAS2674,2291
SEEDGWAS2675,2763
SEEDGWAS2677,5775
SEEDGWAS2678,5782
SEEDGWAS2679,5795
SEEDGWAS2680,5806
SEEDGWAS2681,5815
SEEDGWAS2682,5828
SEEDGWAS2683,5851
SEEDGWAS2684,5880
SEEDGWAS2686,5896
SEEDGWAS2687,5944
SEEDGWAS2688,5950
SEEDGWAS2689,6769
SEEDGWAS269,16066
SEEDGWAS2691,7729
SEEDGWAS2692,7730
SEEDGWAS2696,7756
SEEDGWAS2697,7766
SEEDGWAS2699,7781
SEEDGWAS27,5703
SEEDGWAS270,16275
SEEDGWAS2700,7782
SEEDGWAS2701,7791
SEEDGWAS2702,7805
SEEDGWAS2703,7807
SEEDGWAS2704,7808
SEEDGWAS2705,7809
SEEDGWAS2706,7813
SEEDGWAS2707,7814
SEEDGWAS2709,7826
SEEDGWAS2710,7836
SEEDGWAS2711,7839
SEEDGWAS2712,7859
SEEDGWAS2713,7892
SEEDGWAS2714,7893
SEEDGWAS2715,7932
SEEDGWAS2717,7946
SEEDGWAS2718,7952
SEEDGWAS272,16281
SEEDGWAS2720,7958
SEEDGWAS2721,7963
SEEDGWAS2722,7988
SEEDGWAS2723,8100
SEEDGWAS2724,8110
SEEDGWAS2725,8191
SEEDGWAS2726,8217
SEEDGWAS2729,8361
SEEDGWAS273,16481
SEEDGWAS2730,8367
SEEDGWAS2731,8371
SEEDGWAS2732,8486
SEEDGWAS2734,8736
SEEDGWAS2735,8942
SEEDGWAS2737,8971
SEEDGWAS2739,9855
SEEDGWAS2740,11386
SEEDGWAS2741,11389
SEEDGWAS2742,11394
SEEDGWAS2743,11447
SEEDGWAS2744,11448
SEEDGWAS2746,16290
SEEDGWAS2747,16936
SEEDGWAS2748,16952
SEEDGWAS2749,16959
SEEDGWAS275,16486
SEEDGWAS2750,16985
SEEDGWAS2751,16989
SEEDGWAS2752,16992
SEEDGWAS2754,17027
SEEDGWAS2755,17031
SEEDGWAS2756,17032
SEEDGWAS2757,17033
SEEDGWAS2758,17171
SEEDGWAS2759,17172
SEEDGWAS276,16487
SEEDGWAS2760,17613
SEEDGWAS2761,17614
SEEDGWAS2764,19183
SEEDGWAS2765,19292
SEEDGWAS2766,19632
SEEDGWAS2767,19656
SEEDGWAS2768,19657
SEEDGWAS2769,19676
SEEDGWAS277,16494
SEEDGWAS2770,19677
SEEDGWAS2771,19691
SEEDGWAS2772,19709
SEEDGWAS2773,19711
SEEDGWAS2774,19725
SEEDGWAS2775,19739
SEEDGWAS2776,19744
SEEDGWAS2777,19758
SEEDGWAS2778,19759
SEEDGWAS2779,19781
SEEDGWAS278,16495
SEEDGWAS2781,19792
SEEDGWAS2782,19820
SEEDGWAS2783,19853
SEEDGWAS2784,19856
SEEDGWAS2786,20574
SEEDGWAS2787,20576
SEEDGWAS2788,20577
SEEDGWAS2789,20578
SEEDGWAS279,16496
SEEDGWAS2790,20580
SEEDGWAS2791,20590
SEEDGWAS2793,20595
SEEDGWAS2794,20598
SEEDGWAS2795,20610
SEEDGWAS2796,20619
SEEDGWAS2797,20632
SEEDGWAS2798,20633
SEEDGWAS2799,20640
SEEDGWAS280,16503
SEEDGWAS2800,20725
SEEDGWAS2801,21130
SEEDGWAS2802,21140
SEEDGWAS2804,21145
SEEDGWAS2806,21151
SEEDGWAS2807,21157
SEEDGWAS2809,21179
SEEDGWAS281,16505
SEEDGWAS2810,21182
SEEDGWAS2811,21192
SEEDGWAS2812,21193
SEEDGWAS2813,21194
SEEDGWAS2814,21196
SEEDGWAS2815,21198
SEEDGWAS2816,21200
SEEDGWAS2817,21201
SEEDGWAS2818,21203
SEEDGWAS2819,21206
SEEDGWAS282,16513
SEEDGWAS2820,21211
SEEDGWAS2821,21218
SEEDGWAS2822,21219
SEEDGWAS2823,21223
SEEDGWAS2824,21224
SEEDGWAS2825,21227
SEEDGWAS2826,21233
SEEDGWAS2827,21240
SEEDGWAS2828,21241
SEEDGWAS2829,21244
SEEDGWAS283,16521
SEEDGWAS2830,21246
SEEDGWAS2831,21247
SEEDGWAS2832,21255
SEEDGWAS2834,21257
SEEDGWAS2835,21259
SEEDGWAS2838,21269
SEEDGWAS2839,21271
SEEDGWAS284,16533
SEEDGWAS2841,21751
SEEDGWAS2842,21775
SEEDGWAS2843,21777
SEEDGWAS2844,21779
SEEDGWAS2845,21783
SEEDGWAS2846,21785
SEEDGWAS2847,21791
SEEDGWAS2848,21804
SEEDGWAS285,16536
SEEDGWAS2850,22292
SEEDGWAS2852,22303
SEEDGWAS2853,22311
SEEDGWAS2854,22323
SEEDGWAS2855,22324
SEEDGWAS2856,22325
SEEDGWAS2857,22334
SEEDGWAS2858,22336
SEEDGWAS2859,22338
SEEDGWAS2860,22345
SEEDGWAS2862,22355
SEEDGWAS2863,22358
SEEDGWAS2864,22362
SEEDGWAS2867,22367
SEEDGWAS2868,22368
SEEDGWAS287,16593
SEEDGWAS2871,22398
SEEDGWAS2872,22407
SEEDGWAS2873,22408
SEEDGWAS2874,22411
SEEDGWAS2875,22421
SEEDGWAS2876,22422
SEEDGWAS2877,22424
SEEDGWAS288,16601
SEEDGWAS2880,22429
SEEDGWAS2881,22435
SEEDGWAS2882,22441
SEEDGWAS2883,22444
SEEDGWAS2884,22451
SEEDGWAS2885,22457
SEEDGWAS2886,22458
SEEDGWAS2887,22473
SEEDGWAS2888,22583
SEEDGWAS2889,22785
SEEDGWAS289,16622
SEEDGWAS2890,22828
SEEDGWAS2892,23662
SEEDGWAS2893,23664
SEEDGWAS2894,23675
SEEDGWAS2895,23710
SEEDGWAS2896,23733
SEEDGWAS2897,23739
SEEDGWAS2898,23776
SEEDGWAS2899,24064
SEEDGWAS29,5712
SEEDGWAS290,16691
SEEDGWAS2900,24203
SEEDGWAS2901,24244
SEEDGWAS2902,24275
SEEDGWAS2903,24278
SEEDGWAS2904,24283
SEEDGWAS2905,24284
SEEDGWAS2906,24371
SEEDGWAS2907,24372
SEEDGWAS2909,24399
SEEDGWAS291,16692
SEEDGWAS2910,24444
SEEDGWAS2911,24445
SEEDGWAS2912,24447
SEEDGWAS2913,24470
SEEDGWAS2914,25225
SEEDGWAS2915,25226
SEEDGWAS2916,25245
SEEDGWAS2917,25254
SEEDGWAS2918,25260
SEEDGWAS2919,25263
SEEDGWAS292,16713
SEEDGWAS2920,25271
SEEDGWAS2921,25275
SEEDGWAS2922,25276
SEEDGWAS2923,25277
SEEDGWAS2924,25299
SEEDGWAS2925,25325
SEEDGWAS2926,25332
SEEDGWAS2927,25338
SEEDGWAS2928,25348
SEEDGWAS293,16727
SEEDGWAS2930,25488
SEEDGWAS2931,25493
SEEDGWAS2932,25496
SEEDGWAS2935,25507
SEEDGWAS2936,25509
SEEDGWAS2937,25518
SEEDGWAS2938,25519
SEEDGWAS2939,25527
SEEDGWAS294,16730
SEEDGWAS2940,25532
SEEDGWAS2941,25536
SEEDGWAS2943,25543
SEEDGWAS2944,25544
SEEDGWAS2945,25545
SEEDGWAS2946,25551
SEEDGWAS2947,25560
SEEDGWAS2948,25572
SEEDGWAS2949,25585
SEEDGWAS295,16732
SEEDGWAS2950,26006
SEEDGWAS2951,26044
SEEDGWAS2952,26046
SEEDGWAS2953,26051
SEEDGWAS2954,26054
SEEDGWAS2955,26059
SEEDGWAS2956,26060
SEEDGWAS296,16737
SEEDGWAS2960,26076
SEEDGWAS2961,26077
SEEDGWAS2962,26080
SEEDGWAS2963,26086
SEEDGWAS2964,26088
SEEDGWAS2966,26097
SEEDGWAS2967,26099
SEEDGWAS2968,26105
SEEDGWAS297,16740
SEEDGWAS2970,26161
SEEDGWAS2971,26164
SEEDGWAS2972,26166
SEEDGWAS2973,26167
SEEDGWAS2974,26255
SEEDGWAS2975,26259
SEEDGWAS2976,26265
SEEDGWAS2977,26270
SEEDGWAS2978,26294
SEEDGWAS2979,26328
SEEDGWAS2980,26353
SEEDGWAS2983,26368
SEEDGWAS2984,26577
SEEDGWAS2985,26882
SEEDGWAS2987,26893
SEEDGWAS2988,26900
SEEDGWAS2989,26903
SEEDGWAS299,16744
SEEDGWAS2990,26909
SEEDGWAS2991,26915
SEEDGWAS2993,26930
SEEDGWAS2995,26935
SEEDGWAS2996,26936
SEEDGWAS2998,26943
SEEDGWAS2999,26948
SEEDGWAS3,814
SEEDGWAS30,5722
SEEDGWAS300,16777
SEEDGWAS3000,26956
SEEDGWAS3001,26958
SEEDGWAS3002,26961
SEEDGWAS3003,27000
SEEDGWAS3005,27008
SEEDGWAS3006,27009
SEEDGWAS3007,27015
SEEDGWAS3008,27029
SEEDGWAS301,16780
SEEDGWAS3010,27043
SEEDGWAS3011,27044
SEEDGWAS3012,27061
SEEDGWAS3013,27065
SEEDGWAS3014,27101
SEEDGWAS3015,27122
SEEDGWAS3017,27234
SEEDGWAS3018,27247
SEEDGWAS3019,27276
SEEDGWAS302,16805
SEEDGWAS3020,27294
SEEDGWAS3021,27295
SEEDGWAS3023,27302
SEEDGWAS3025,27308
SEEDGWAS3026,27331
SEEDGWAS3027,27333
SEEDGWAS3028,27338
SEEDGWAS3036,28060
SEEDGWAS3037,28072
SEEDGWAS3038,28083
SEEDGWAS3039,28084
SEEDGWAS3040,28088
SEEDGWAS3042,28107
SEEDGWAS3043,28117
SEEDGWAS3044,28132
SEEDGWAS3047,28143
SEEDGWAS3048,28150
SEEDGWAS3049,28175
SEEDGWAS305,16887
SEEDGWAS3050,28178
SEEDGWAS3051,28181
SEEDGWAS3052,28182
SEEDGWAS3053,28185
SEEDGWAS3054,28189
SEEDGWAS3055,28206
SEEDGWAS3056,28216
SEEDGWAS3057,28228
SEEDGWAS306,16891
SEEDGWAS3060,28245
SEEDGWAS3061,28246
SEEDGWAS3062,28247
SEEDGWAS3063,28268
SEEDGWAS3064,28270
SEEDGWAS3065,28271
SEEDGWAS3066,28273
SEEDGWAS3067,28420
SEEDGWAS3068,28434
SEEDGWAS3069,28439
SEEDGWAS307,16894
SEEDGWAS3070,28454
SEEDGWAS3072,28649
SEEDGWAS3074,28660
SEEDGWAS3075,28661
SEEDGWAS3076,28665
SEEDGWAS3077,28667
SEEDGWAS3078,28669
SEEDGWAS3079,28670
SEEDGWAS308,16899
SEEDGWAS3080,28671
SEEDGWAS3081,28675
SEEDGWAS3082,28676
SEEDGWAS3084,28684
SEEDGWAS3085,28687
SEEDGWAS3086,28689
SEEDGWAS3087,28696
SEEDGWAS3088,28713
SEEDGWAS3089,28736
SEEDGWAS309,16922
SEEDGWAS3090,28741
SEEDGWAS3092,28750
SEEDGWAS3093,28751
SEEDGWAS3094,28756
SEEDGWAS3095,28782
SEEDGWAS3096,28926
SEEDGWAS3097,28935
SEEDGWAS3098,28938
SEEDGWAS3099,28951
SEEDGWAS31,5723
SEEDGWAS310,17016
SEEDGWAS3100,28960
SEEDGWAS3102,28963
SEEDGWAS3103,29261
SEEDGWAS3104,29373
SEEDGWAS3106,29380
SEEDGWAS3107,29381
SEEDGWAS3108,29629
SEEDGWAS311,17036
SEEDGWAS3111,29632
SEEDGWAS3112,29635
SEEDGWAS3113,29639
SEEDGWAS3114,29640
SEEDGWAS3115,29642
SEEDGWAS3116,29644
SEEDGWAS3117,29646
SEEDGWAS3118,29650
SEEDGWAS3119,29652
SEEDGWAS312,17054
SEEDGWAS3120,29655
SEEDGWAS3121,29656
SEEDGWAS3122,29657
SEEDGWAS3123,29659
SEEDGWAS3124,29660
SEEDGWAS3125,29662
SEEDGWAS3126,29665
SEEDGWAS3127,29722
SEEDGWAS3128,29726
SEEDGWAS3129,29731
SEEDGWAS313,17080
SEEDGWAS3130,29734
SEEDGWAS3131,29745
SEEDGWAS3132,29754
SEEDGWAS3133,29759
SEEDGWAS3134,29764
SEEDGWAS3135,29766
SEEDGWAS3136,29768
SEEDGWAS3137,29769
SEEDGWAS3138,29775
SEEDGWAS3139,29780
SEEDGWAS314,17097
SEEDGWAS3140,29782
SEEDGWAS3141,29783
SEEDGWAS3143,29786
SEEDGWAS3144,29787
SEEDGWAS3145,29789
SEEDGWAS3147,29801
SEEDGWAS3148,29802
SEEDGWAS3149,29803
SEEDGWAS315,17100
SEEDGWAS3151,29810
SEEDGWAS3152,29813
SEEDGWAS3153,29952
SEEDGWAS3154,29953
SEEDGWAS3155,29965
SEEDGWAS3156,29966
SEEDGWAS3157,30019
SEEDGWAS3158,87
SEEDGWAS3159,496
SEEDGWAS316,17185
SEEDGWAS3160,1683
SEEDGWAS3161,1825
SEEDGWAS3163,1985
SEEDGWAS3164,1999
SEEDGWAS3165,2000
SEEDGWAS3166,2130
SEEDGWAS3167,2141
SEEDGWAS3168,2829
SEEDGWAS3169,3259
SEEDGWAS317,17201
SEEDGWAS3170,5475
SEEDGWAS3171,5498
SEEDGWAS3172,5761
SEEDGWAS3173,5764
SEEDGWAS3174,5853
SEEDGWAS3175,7138
SEEDGWAS3176,8253
SEEDGWAS3177,8398
SEEDGWAS3178,8689
SEEDGWAS3179,8699
SEEDGWAS318,17216
SEEDGWAS3180,9029
SEEDGWAS3182,10547
SEEDGWAS3183,10877
SEEDGWAS3184,10880
SEEDGWAS3185,10972
SEEDGWAS3186,10973
SEEDGWAS3187,11024
SEEDGWAS3188,11172
SEEDGWAS3189,12615
SEEDGWAS319,17222
SEEDGWAS3190,12628
SEEDGWAS3191,12728
SEEDGWAS3192,12731
SEEDGWAS3193,14062
SEEDGWAS3194,14068
SEEDGWAS3195,14071
